"animal_id","time","logger_id","experiment","date","lat","lon"
"0620000525",2016-01-14 14:56:33,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 14:56:57,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 14:56:58,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 14:57:00,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 14:57:06,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000418",2016-01-14 14:58:12,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003B4",2016-01-14 14:58:28,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003B4",2016-01-14 14:58:30,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 14:59:47,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 14:59:49,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003B4",2016-01-14 15:00:41,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:00:47,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:02:32,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:02:33,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:02:46,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:02:47,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:05:07,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:08:10,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:08:12,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:08:44,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:09:24,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:09:26,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:09:27,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:09:53,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:10:08,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:10:12,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:10:23,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:10:30,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:10:36,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:10:38,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:11:18,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:13:00,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:13:22,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:13:36,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:13:38,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:13:39,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:13:47,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:13:48,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:14:37,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:14:38,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:14:40,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:14:41,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:15:18,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:15:20,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:15:21,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:15:24,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:15:48,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:15:50,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:15:51,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:15:53,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:15:54,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:15:58,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:15:59,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200001F0",2016-01-14 15:16:01,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003C3",2016-01-14 15:16:30,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003C3",2016-01-14 15:16:32,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003C3",2016-01-14 15:16:34,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:16:47,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003F3",2016-01-14 15:17:59,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003F3",2016-01-14 15:18:00,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:18:06,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:18:33,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:18:35,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:18:36,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003B4",2016-01-14 15:19:49,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003B4",2016-01-14 15:19:50,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:20:27,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:20:28,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:20:30,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003F3",2016-01-14 15:21:05,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:21:29,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:21:31,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:22:32,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:23:03,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:23:04,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:23:07,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:24:15,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-14 15:24:17,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:24:30,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:24:32,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:24:40,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:25:05,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:25:07,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:26:59,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:27:01,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000418",2016-01-14 15:27:28,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:27:33,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:27:34,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:27:36,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:27:37,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:27:39,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:27:40,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:29:08,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200004BE",2016-01-14 15:29:09,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:29:51,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:29:53,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000038D",2016-01-14 15:29:54,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:30:08,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"0620000525",2016-01-14 15:31:24,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"06200003F3",2016-01-14 15:32:13,"exp2-GR11","exp2",2016-01-14,53.88999,-122.82098
"062000014F",2016-01-15 08:16:40,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:16:42,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:22:25,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:24:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:24:18,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:24:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:24:21,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 08:27:40,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 08:27:41,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 08:28:04,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 08:28:05,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 08:28:32,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 08:28:53,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 08:28:55,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 08:28:56,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 08:28:58,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 08:29:28,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 08:29:49,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 08:30:37,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:30:58,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 08:31:00,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 08:32:03,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 08:32:05,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 08:32:55,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:15:29,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:19:40,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:19:42,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:24:27,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:24:30,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:26:16,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:26:31,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:26:33,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:26:34,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:27:43,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:27:44,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:27:46,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:27:47,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:28:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:28:25,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:28:29,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:29:01,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:29:04,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:29:05,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:29:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:29:24,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 09:29:40,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:29:59,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:30:00,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:30:03,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:30:08,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:30:10,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:30:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:30:13,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:30:14,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:30:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:30:22,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:31:41,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:31:48,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:31:49,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 09:32:37,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 09:32:38,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:32:59,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:00,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:02,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:03,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:05,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:06,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:08,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:09,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:17,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:19,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:33:22,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:33:38,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:33:40,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:34:04,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:34:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:34:50,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:34:52,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:36:01,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"0620000525",2016-01-15 09:37:13,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"0620000525",2016-01-15 09:37:14,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"0620000525",2016-01-15 09:39:19,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"0620000525",2016-01-15 09:39:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:40:28,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:41:17,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003C3",2016-01-15 09:41:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:42:01,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:42:47,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:43:24,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:43:25,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:43:48,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:43:53,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:43:55,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:43:57,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:44:03,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:44:06,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:44:07,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:44:09,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:44:10,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:44:27,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:44:28,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"0620000525",2016-01-15 09:45:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:45:59,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:46:31,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:46:33,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:46:34,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:46:36,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:12,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:14,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:15,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:17,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:18,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:21,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:23,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:24,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:48:29,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:48:31,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:49:47,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:49:49,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:50:08,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:50:21,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 09:50:22,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:51:00,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:51:04,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:51:30,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:52:12,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:52:14,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 09:52:15,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:53:04,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:53:06,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 09:53:07,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 09:53:43,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 09:53:44,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 09:54:35,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:55:18,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:55:22,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:56:18,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:56:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:57:07,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:57:10,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:57:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038F",2016-01-15 09:57:13,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:58:06,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:58:56,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:58:58,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 09:58:59,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:05:51,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:13:41,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:13:43,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:13:44,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:13:46,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:14:55,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200001F0",2016-01-15 10:24:33,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003A7",2016-01-15 10:25:36,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 10:26:46,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 10:26:48,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"06200003B4",2016-01-15 10:28:16,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:29:53,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:29:54,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:29:56,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:29:57,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:30:02,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:30:03,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:30:11,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:31:56,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:32:01,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:32:20,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:33:51,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:33:53,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:34:48,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:35:14,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000038D",2016-01-15 10:35:15,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:35:40,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:35:41,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
"062000014F",2016-01-15 10:35:43,"exp2-GR11","exp2",2016-01-15,53.88999,-122.82098
