12-01-15T02:51:21Z,2100,041868EF6B
12-01-15T02:53:58Z,2300,041868EF6B
12-01-15T15:50:02Z,2400,062000031A
12-01-15T15:50:13Z,2400,041868FF93
12-01-15T15:50:35Z,2400,041868FF93
12-01-15T15:52:20Z,2400,041868FF93
12-01-15T15:52:56Z,2400,041868FF93
12-01-15T15:54:21Z,2400,041868FF93
12-01-15T15:55:23Z,2400,041868FF93
12-01-15T15:56:38Z,2400,062000031A
12-01-15T15:56:53Z,2400,062000031A
12-01-15T15:56:55Z,2400,062000031A
12-01-15T15:57:08Z,2400,041868FF93
12-01-15T15:57:10Z,2400,041868FF93
12-01-15T15:57:55Z,2400,062000031A
12-01-15T16:02:50Z,2400,041868FF93
12-01-15T17:12:33Z,2200,0620000534
12-01-15T17:18:21Z,2100,0620000413
12-01-15T17:22:13Z,2100,0620000413
12-01-15T17:22:15Z,2100,0620000413
12-01-15T17:26:08Z,2100,0620000413
12-01-15T17:35:12Z,2300,0620000520
12-01-15T17:35:19Z,2300,0620000520
12-01-15T17:35:22Z,2300,0620000520
12-01-15T17:35:38Z,2300,0620000520
12-01-15T17:36:21Z,2300,0620000520
12-01-15T17:36:41Z,2300,0620000520
12-01-15T17:36:45Z,2300,0620000520
12-01-15T17:36:50Z,2300,041868F7FA
12-01-15T17:36:58Z,2300,0620000520
12-01-15T17:37:32Z,2300,0620000520
12-01-15T17:37:36Z,2300,0620000520
12-01-15T17:37:40Z,2300,041868F7FA
12-01-15T17:37:44Z,2300,041868F7FA
12-01-15T17:37:50Z,2300,041868F7FA
12-01-15T17:37:55Z,2300,0620000520
12-01-15T17:37:58Z,2300,0620000520
12-01-15T17:38:04Z,2300,0620000520
12-01-15T17:38:17Z,2300,0620000520
12-01-15T17:38:35Z,2100,0620000413
12-01-15T17:38:38Z,2100,0620000413
12-01-15T17:38:42Z,2100,0620000413
12-01-15T17:38:44Z,2100,0620000413
12-01-15T17:38:52Z,2100,0620000413
12-01-15T17:39:00Z,2300,0620000520
12-01-15T17:39:00Z,2100,0620000413
12-01-15T17:39:06Z,2300,0620000520
12-01-15T17:39:30Z,2300,0620000520
12-01-15T17:39:53Z,2300,041868F7FA
12-01-15T17:39:55Z,2300,0620000520
12-01-15T17:40:02Z,2300,0620000520
12-01-15T17:40:08Z,2300,0620000520
12-01-15T17:40:11Z,2300,0620000520
12-01-15T17:40:22Z,2300,0620000520
12-01-15T17:40:34Z,2300,0620000520
12-01-15T17:40:36Z,2300,041868F7FA
12-01-15T17:40:39Z,2300,041868F7FA
12-01-15T17:40:44Z,2300,041868F7FA
12-01-15T17:40:46Z,2300,041868F7FA
12-01-15T17:40:49Z,2300,0620000520
12-01-15T17:41:18Z,2100,0620000413
12-01-15T17:41:26Z,2300,0620000520
12-01-15T17:41:34Z,2300,0620000520
12-01-15T17:42:35Z,2300,041868F7FA
12-01-15T17:42:38Z,2300,041868F7FA
12-01-15T17:42:41Z,2300,0620000513
12-01-15T17:42:44Z,2300,0620000513
12-01-15T17:42:46Z,2300,0620000513
12-01-15T17:42:48Z,2300,0620000513
12-01-15T17:43:14Z,2300,041868F7FA
12-01-15T17:43:20Z,2300,0620000513
12-01-15T17:43:26Z,2300,0620000520
12-01-15T17:43:35Z,2300,0620000520
12-01-15T17:43:55Z,2300,041868F7FA
12-01-15T17:44:03Z,2300,041868F7FA
12-01-15T17:44:05Z,2300,0620000520
12-01-15T17:44:20Z,2300,041868F7FA
12-01-15T17:44:23Z,2300,0620000513
12-01-15T17:44:25Z,2300,0620000513
12-01-15T17:44:28Z,2300,0620000513
12-01-15T17:44:30Z,2300,0620000513
12-01-15T17:44:32Z,2300,0620000513
12-01-15T17:44:35Z,2300,0620000513
12-01-15T17:44:37Z,2300,0620000513
12-01-15T17:44:40Z,2300,0620000513
12-01-15T17:44:42Z,2300,0620000513
12-01-15T17:44:44Z,2300,0620000513
12-01-15T17:44:47Z,2300,0620000513
12-01-15T17:44:49Z,2300,0620000513
12-01-15T17:44:52Z,2300,0620000513
12-01-15T17:44:54Z,2300,0620000513
12-01-15T17:44:56Z,2300,0620000513
12-01-15T17:44:59Z,2300,0620000513
12-01-15T17:45:01Z,2300,0620000513
12-01-15T17:45:07Z,2300,041868F7FA
12-01-15T17:45:09Z,2300,041868F7FA
12-01-15T17:45:12Z,2300,041868F7FA
12-01-15T17:45:14Z,2300,041868F7FA
12-01-15T17:45:17Z,2300,0620000520
12-01-15T17:45:22Z,2100,0620000413
12-01-15T17:45:25Z,2100,0620000413
12-01-15T17:45:27Z,2100,0620000413
12-01-15T17:45:29Z,2100,0620000413
12-01-15T17:45:32Z,2100,0620000413
12-01-15T17:45:34Z,2100,0620000413
12-01-15T17:45:39Z,2100,0620000413
12-01-15T17:45:41Z,2100,0620000413
12-01-15T17:45:36Z,2100,0620000413
12-01-15T17:45:42Z,2300,0620000513
12-01-15T17:45:44Z,2100,0620000413
12-01-15T17:45:44Z,2300,0620000513
12-01-15T17:45:46Z,2100,0620000413
12-01-15T17:45:47Z,2300,0620000513
12-01-15T17:45:49Z,2100,0620000413
12-01-15T17:45:49Z,2300,0620000513
12-01-15T17:45:51Z,2100,0620000413
12-01-15T17:45:52Z,2300,0620000513
12-01-15T17:45:54Z,2300,0620000513
12-01-15T17:45:56Z,2300,0620000513
12-01-15T17:45:59Z,2300,0620000513
12-01-15T17:46:01Z,2300,0620000513
12-01-15T17:46:03Z,2300,0620000513
12-01-15T17:46:06Z,2300,0620000513
12-01-15T17:46:06Z,2100,0620000413
12-01-15T17:46:08Z,2300,0620000513
12-01-15T17:46:11Z,2300,0620000513
12-01-15T17:46:13Z,2300,0620000513
12-01-15T17:46:15Z,2300,0620000513
12-01-15T17:46:15Z,2100,0620000413
12-01-15T17:46:18Z,2300,0620000513
12-01-15T17:46:20Z,2300,0620000513
12-01-15T17:46:22Z,2300,0620000513
12-01-15T17:46:23Z,2100,0620000413
12-01-15T17:46:25Z,2300,0620000513
